Version:	0.100000
Fitness:	0.000000	0.102538
Sample:	1
PopSize:	1000
NoQTL:	1
Ploidy:	2
OptimizeVariance:	0.000527
Drift:	False
EnvVar:	0.012599
MutationScalar:	0.002100
MutationVar:	0.000026
Generations:	6500
ChangeFitnessSD:	5000	0.099119
MoveFitnessSD:	5000	1.815636
MoveType:	Phenotype
Seed:	821759058
PheotypeVar:	0.013126
Heritabitlity:	0.040184
StandardisePhenotype:	False
InitFitnessSD:	-1.000000
Generation	Phenotype Mean	Phenotype Ratio	Genotype Var	P Survived	Surviving Slope	Surviving Standardised Slope	w	
330	-0.006413	-0.054605	0.001209	654	4.596007	0.365741	0.235060	
331	-0.000154	-0.001332	0.001263	636	4.515410	0.341265	0.245499	
332	-0.005120	-0.043744	0.001143	663	4.626403	0.352301	0.222214	
333	-0.001709	-0.014617	0.001082	664	4.570738	0.362767	0.210372	
334	-0.007456	-0.063392	0.001210	692	4.594206	0.350047	0.235144	
335	-0.004605	-0.040153	0.001105	655	4.503355	0.334106	0.214818	
336	-0.010000	-0.088852	0.001145	674	4.572597	0.350716	0.222531	
337	-0.010593	-0.096109	0.001166	674	4.566663	0.342481	0.226642	
338	-0.010995	-0.092117	0.001180	668	4.593887	0.353870	0.229455	
339	-0.017583	-0.149639	0.001170	672	4.508612	0.352866	0.227369	
340	-0.009753	-0.082782	0.001200	653	4.587992	0.348615	0.233279	
341	-0.008473	-0.071049	0.001317	648	4.568077	0.370441	0.256031	
342	-0.002941	-0.025041	0.001293	661	4.546454	0.349594	0.251271	
343	-0.011153	-0.094228	0.001348	640	4.525069	0.354654	0.262130	
344	-0.001951	-0.016279	0.001380	650	4.562374	0.349913	0.268305	
345	-0.008768	-0.071955	0.001349	612	4.620980	0.364335	0.262281	
346	-0.006819	-0.060393	0.001260	650	4.428348	0.329187	0.244883	
347	-0.003538	-0.029357	0.001248	647	4.565986	0.355237	0.242692	
348	-0.006077	-0.049727	0.001229	655	4.573582	0.348714	0.238915	
349	-0.002140	-0.017959	0.001233	632	4.590024	0.360880	0.239601	
350	-0.004674	-0.040616	0.001161	661	4.628632	0.356373	0.225624	
351	0.004074	0.034542	0.001127	646	4.602242	0.364725	0.219144	
352	-0.006581	-0.056907	0.001110	651	4.529031	0.329508	0.215813	
353	-0.002929	-0.025416	0.001124	669	4.620551	0.358753	0.218475	
354	-0.001336	-0.011275	0.001286	657	4.626643	0.382411	0.249984	
355	-0.010223	-0.086349	0.001345	633	4.588615	0.352228	0.261440	
356	-0.012103	-0.105305	0.001198	676	4.552680	0.369083	0.232891	
357	-0.008007	-0.069318	0.001174	663	4.568040	0.335502	0.228136	
358	-0.011640	-0.101956	0.001099	652	4.562444	0.333573	0.213553	
359	-0.010259	-0.089350	0.001098	667	4.535096	0.341557	0.213540	
360	-0.008641	-0.075838	0.001027	667	4.554275	0.344597	0.199683	
361	-0.012400	-0.105794	0.000990	664	4.611170	0.357021	0.192498	
362	-0.008744	-0.075227	0.001071	665	4.559851	0.342597	0.208185	
363	-0.007351	-0.063205	0.001042	668	4.605097	0.350375	0.202593	
364	-0.013602	-0.118245	0.001015	668	4.561480	0.350182	0.197302	
365	-0.009429	-0.080915	0.000960	631	4.607486	0.362001	0.186617	
366	-0.019557	-0.168864	0.001049	663	4.534153	0.330177	0.203976	
367	-0.015003	-0.129425	0.001018	632	4.433257	0.328364	0.197866	
368	-0.014927	-0.131199	0.000993	671	4.581114	0.357297	0.193001	
369	-0.011438	-0.096026	0.001013	653	4.588500	0.355639	0.197002	
370	-0.007497	-0.063139	0.001097	661	4.587283	0.366110	0.213253	
371	-0.014622	-0.124589	0.001044	652	4.500351	0.347900	0.203002	
372	-0.005600	-0.048468	0.001062	662	4.455245	0.355598	0.206410	
373	-0.007458	-0.064772	0.001010	671	4.571328	0.349191	0.196361	
374	-0.001255	-0.010179	0.001093	650	4.620664	0.368768	0.212385	
375	-0.006735	-0.056677	0.001007	644	4.537398	0.337139	0.195772	
376	-0.006340	-0.054336	0.001113	673	4.612046	0.375822	0.216427	
377	-0.006773	-0.059432	0.001086	681	4.550997	0.352153	0.211094	
378	-0.006540	-0.056394	0.001220	663	4.561306	0.367800	0.237187	
379	-0.000106	-0.000914	0.001046	665	4.489012	0.337640	0.203419	
380	-0.006782	-0.058979	0.001044	665	4.618219	0.361480	0.202853	
381	-0.005751	-0.048275	0.001109	672	4.573991	0.342712	0.215646	
382	-0.000616	-0.005512	0.001086	679	4.582956	0.363739	0.211032	
383	-0.006532	-0.054665	0.001093	645	4.637794	0.374709	0.212403	
384	-0.001560	-0.013585	0.001042	662	4.572897	0.352452	0.202553	
385	-0.000043	-0.000367	0.001014	665	4.622094	0.361720	0.197062	
386	-0.003927	-0.032508	0.001052	647	4.591204	0.362236	0.204408	
387	-0.001481	-0.012469	0.001108	648	4.614531	0.357960	0.215422	
388	-0.003624	-0.031193	0.001084	652	4.498959	0.342938	0.210765	
389	-0.000787	-0.006728	0.001089	657	4.608550	0.353584	0.211640	
390	0.009647	0.083446	0.001076	659	4.614056	0.352481	0.209174	
391	0.008598	0.073950	0.000973	660	4.556808	0.364399	0.189224	
392	0.004803	0.041613	0.001038	671	4.629421	0.359770	0.201756	
393	0.011837	0.102207	0.001038	652	4.590375	0.342958	0.201716	
394	0.008260	0.073418	0.001132	657	4.506095	0.336378	0.220083	
395	0.013355	0.115406	0.001182	667	4.584424	0.349145	0.229754	
396	0.005728	0.050617	0.001163	658	4.596400	0.349495	0.226165	
397	0.003441	0.029069	0.001201	642	4.494631	0.349474	0.233502	
398	0.007747	0.065148	0.001051	655	4.506926	0.345467	0.204387	
399	0.000582	0.005064	0.001142	657	4.554143	0.339672	0.221987	
400	0.009736	0.084358	0.001109	663	4.509337	0.345257	0.215581	
401	0.008497	0.073379	0.001058	644	4.508754	0.332792	0.205614	
402	0.010788	0.094365	0.001090	657	4.531713	0.341883	0.211857	
403	0.002446	0.021225	0.001069	678	4.584190	0.350559	0.207727	
404	0.005384	0.046281	0.001045	653	4.558839	0.320302	0.203184	
405	-0.000416	-0.003669	0.000898	671	4.610939	0.347712	0.174511	
406	0.004855	0.041179	0.001038	637	4.608600	0.353602	0.201733	
407	-0.003599	-0.030295	0.001035	648	4.537634	0.350601	0.201263	
408	0.007858	0.067772	0.001137	668	4.606943	0.359303	0.220979	
409	0.005656	0.050000	0.001004	658	4.533584	0.330985	0.195238	
410	0.007537	0.061665	0.001097	637	4.607741	0.363208	0.213331	
411	0.009761	0.082526	0.001071	627	4.576877	0.372224	0.208157	
412	0.001796	0.015378	0.001132	646	4.567428	0.350030	0.220015	
413	0.005337	0.045708	0.001105	662	4.608593	0.350633	0.214715	
414	-0.000778	-0.006625	0.001106	626	4.592772	0.347487	0.214968	
415	-0.007549	-0.065089	0.001229	650	4.526950	0.329335	0.238916	
416	-0.000758	-0.006489	0.001070	659	4.602147	0.342197	0.208043	
417	-0.001153	-0.010061	0.001111	665	4.612167	0.359914	0.215982	
418	0.003766	0.031929	0.001118	651	4.603752	0.350121	0.217258	
419	0.005257	0.045620	0.001052	667	4.490075	0.351805	0.204412	
420	0.010592	0.091665	0.000980	678	4.595606	0.354161	0.190575	
421	0.002475	0.021839	0.001120	678	4.591990	0.356054	0.217796	
422	0.010019	0.088222	0.001104	679	4.583148	0.352489	0.214600	
423	0.007930	0.066151	0.001068	659	4.600049	0.362987	0.207569	
424	0.009855	0.085147	0.001119	661	4.521491	0.351650	0.217574	
425	0.005079	0.043871	0.001123	668	4.621947	0.363881	0.218261	
426	0.012336	0.106115	0.001053	664	4.502843	0.336382	0.204629	
427	0.009637	0.082923	0.000998	667	4.488769	0.354704	0.194020	
428	0.011440	0.096233	0.001031	652	4.586848	0.365154	0.200439	
429	0.016681	0.141203	0.001044	644	4.618255	0.346660	0.202996	
430	0.008822	0.074748	0.001020	655	4.603542	0.362752	0.198376	
431	0.017372	0.149504	0.001035	686	4.646975	0.372908	0.201263	
432	0.006515	0.056262	0.000979	661	4.590632	0.335726	0.190263	
433	0.009277	0.079924	0.000984	653	4.525364	0.340868	0.191369	
434	0.009171	0.079009	0.000897	679	4.492602	0.352479	0.174381	
435	0.013506	0.123104	0.000987	682	4.552596	0.327948	0.191832	
436	0.013864	0.116384	0.000995	636	4.600566	0.358270	0.193331	
437	0.019804	0.167361	0.000983	647	4.576354	0.371981	0.191094	
438	0.013428	0.113328	0.000963	668	4.534313	0.340516	0.187145	
439	0.017364	0.144203	0.000938	648	4.557077	0.338693	0.182382	
440	0.011525	0.099524	0.000953	652	4.515368	0.332157	0.185282	
441	0.009181	0.077872	0.000869	668	4.529608	0.348269	0.168853	
442	-0.000103	-0.000897	0.000887	632	4.588246	0.346427	0.172479	
443	0.012913	0.112743	0.000969	664	4.539820	0.343274	0.188286	
444	0.009810	0.084750	0.000985	666	4.529164	0.338057	0.191520	
445	0.009274	0.081576	0.000974	652	4.518674	0.331074	0.189298	
446	0.007841	0.068988	0.000983	671	4.511092	0.341424	0.191089	
447	0.011886	0.104421	0.001002	674	4.498377	0.342856	0.194811	
448	0.010167	0.086389	0.000990	651	4.578044	0.349716	0.192430	
449	0.003499	0.029915	0.001014	645	4.504248	0.356550	0.197071	
450	0.002811	0.023775	0.000976	656	4.522382	0.347593	0.189733	
451	0.007073	0.059605	0.000999	645	4.537939	0.345094	0.194130	
452	0.005456	0.047203	0.000998	658	4.545197	0.350669	0.194018	
453	0.009061	0.076092	0.001086	617	4.531296	0.331229	0.211133	
454	0.010183	0.085780	0.001166	637	4.581770	0.361300	0.226638	
455	0.013875	0.121460	0.001145	671	4.616419	0.360212	0.222655	
456	0.013159	0.114625	0.001225	678	4.512277	0.346320	0.238212	
457	0.006534	0.055833	0.001291	666	4.590283	0.376066	0.250908	
458	0.007268	0.060074	0.001172	645	4.508787	0.351709	0.227772	
459	0.007573	0.064222	0.001105	657	4.564857	0.359428	0.214730	
460	0.012938	0.110938	0.001114	649	4.624919	0.356112	0.216572	
461	0.008986	0.075927	0.001025	650	4.564586	0.350529	0.199171	
462	0.008464	0.069928	0.001141	644	4.580342	0.348314	0.221749	
463	0.009075	0.074940	0.001143	662	4.580195	0.361622	0.222259	
464	0.009688	0.084528	0.001287	668	4.594356	0.352940	0.250212	
465	0.012879	0.109411	0.001257	674	4.614523	0.363258	0.244345	
466	0.006934	0.059233	0.001407	646	4.545136	0.338867	0.273419	
467	0.003747	0.031442	0.001282	650	4.577877	0.375204	0.249230	
468	0.003155	0.026665	0.001222	645	4.568236	0.349282	0.237563	
469	0.006219	0.053276	0.001305	660	4.547714	0.358143	0.253610	
470	0.005140	0.045304	0.001311	678	4.497395	0.342435	0.254797	
471	0.007820	0.064747	0.001323	638	4.446883	0.362044	0.257202	
472	0.001130	0.009591	0.001372	663	4.550357	0.349773	0.266749	
473	-0.004192	-0.035529	0.001236	648	4.605921	0.353595	0.240310	
474	0.002515	0.022021	0.001221	684	4.614488	0.367663	0.237317	
475	-0.001166	-0.010356	0.001219	685	4.491698	0.355794	0.236886	
476	-0.002315	-0.019284	0.001215	628	4.579004	0.369429	0.236149	
477	-0.007241	-0.061733	0.001340	667	4.606738	0.357523	0.260433	
478	0.000983	0.008251	0.001176	643	4.589632	0.370401	0.228638	
479	-0.005848	-0.049086	0.001193	647	4.558296	0.362315	0.232003	
480	-0.000646	-0.005348	0.001189	655	4.596659	0.379277	0.231163	
481	0.000052	0.000438	0.001081	674	4.581665	0.360064	0.210219	
482	0.000807	0.006866	0.001213	651	4.558119	0.352822	0.235753	
483	-0.004341	-0.037200	0.001184	670	4.589320	0.357251	0.230180	
484	0.000020	0.000163	0.001178	637	4.541168	0.350259	0.228975	
485	-0.000204	-0.001728	0.001153	636	4.640252	0.373989	0.224176	
486	-0.001358	-0.011389	0.001055	666	4.532996	0.357687	0.205175	
487	-0.004146	-0.035993	0.001001	650	4.546657	0.331752	0.194622	
488	-0.001187	-0.010179	0.001113	660	4.509271	0.337722	0.216309	
489	-0.000053	-0.000438	0.001075	676	4.544787	0.367658	0.208981	
490	-0.004481	-0.037174	0.001076	657	4.646944	0.369433	0.209235	
491	-0.002643	-0.022133	0.001039	663	4.500525	0.365702	0.201902	
492	-0.003186	-0.027768	0.001119	663	4.497093	0.345241	0.217446	
493	-0.006594	-0.055206	0.001029	647	4.560819	0.362023	0.200108	
494	-0.006898	-0.057449	0.001027	623	4.510805	0.353319	0.199622	
495	-0.006925	-0.060286	0.000985	660	4.577132	0.347062	0.191429	
496	-0.005408	-0.047273	0.000978	676	4.596348	0.362725	0.190214	
497	-0.004233	-0.036467	0.000867	658	4.576459	0.342848	0.168483	
498	-0.007506	-0.066049	0.000906	654	4.579507	0.354714	0.176071	
499	-0.005853	-0.048896	0.000910	620	4.576268	0.346497	0.176980	
500	-0.007598	-0.065911	0.000959	646	4.528857	0.329099	0.186519	
501	-0.004760	-0.042848	0.000901	700	4.521582	0.341185	0.175231	
502	-0.005580	-0.046760	0.000838	647	4.596310	0.347245	0.162857	
503	-0.009620	-0.084848	0.000848	679	4.493455	0.350546	0.164750	
504	-0.003574	-0.030418	0.000828	633	4.619295	0.345285	0.160901	
505	-0.008014	-0.068842	0.000789	657	4.571078	0.353182	0.153365	
506	-0.001652	-0.014497	0.000822	675	4.525805	0.360055	0.159785	
507	-0.001826	-0.015475	0.000826	648	4.537999	0.347686	0.160510	
508	-0.009169	-0.080615	0.000837	670	4.603056	0.357756	0.162722	
509	0.004260	0.037090	0.000937	665	4.606541	0.346583	0.182100	
510	-0.005139	-0.042714	0.000877	643	4.565206	0.337467	0.170564	
511	-0.002641	-0.023375	0.000920	674	4.595897	0.345710	0.178806	
512	0.006046	0.050590	0.000939	640	4.518139	0.342022	0.182478	
513	0.002076	0.017818	0.000964	667	4.520695	0.357693	0.187374	
514	0.003762	0.032056	0.000979	645	4.635665	0.363426	0.190245	
515	-0.001177	-0.010175	0.001015	656	4.573496	0.353938	0.197285	
516	-0.001159	-0.009854	0.001006	660	4.548936	0.337483	0.195512	
517	-0.001957	-0.016400	0.001098	644	4.556020	0.370249	0.213359	
518	-0.002321	-0.019935	0.001160	657	4.516267	0.340856	0.225557	
519	0.002945	0.026321	0.001067	659	4.559831	0.347845	0.207487	
520	0.000506	0.004224	0.001161	648	4.602739	0.354220	0.225707	
521	0.004907	0.042251	0.001106	644	4.537893	0.349660	0.214961	
522	0.004121	0.035068	0.001239	664	4.520949	0.348404	0.240892	
523	0.002734	0.023243	0.001205	662	4.532309	0.353813	0.234263	
524	0.008875	0.072759	0.001316	639	4.482583	0.350332	0.255750	
525	0.013646	0.115506	0.001245	622	4.539497	0.337986	0.241946	
526	0.009543	0.078814	0.001185	638	4.518598	0.334840	0.230418	
527	0.009001	0.074717	0.001176	655	4.513940	0.349017	0.228567	
528	0.000520	0.004316	0.001341	626	4.548347	0.358682	0.260725	
529	0.000448	0.003900	0.001262	677	4.566059	0.357322	0.245404	
530	0.005080	0.043713	0.001281	653	4.574864	0.349658	0.249011	
531	-0.000924	-0.008064	0.001238	655	4.467713	0.339323	0.240623	
532	0.009893	0.085034	0.001342	679	4.642479	0.367241	0.260815	
533	0.003396	0.029502	0.001243	655	4.553346	0.338320	0.241546	
534	0.000300	0.002631	0.001197	682	4.563330	0.354475	0.232768	
535	0.005613	0.048267	0.001209	661	4.539818	0.352423	0.235058	
536	0.004082	0.034647	0.001146	643	4.508776	0.353929	0.222738	
537	0.007514	0.063946	0.001279	635	4.622311	0.352002	0.248581	
538	0.002570	0.021499	0.001300	640	4.616337	0.356421	0.252639	
539	0.002499	0.021851	0.001301	649	4.586818	0.325454	0.252881	
540	-0.007247	-0.061510	0.001360	648	4.583565	0.361371	0.264413	
541	0.001438	0.011613	0.001394	669	4.547125	0.370089	0.270963	
542	0.000912	0.007698	0.001375	653	4.585221	0.342145	0.267251	
543	0.003922	0.033386	0.001343	652	4.561873	0.373731	0.261060	
544	-0.000850	-0.007119	0.001347	666	4.619457	0.363785	0.261859	
545	0.003820	0.032168	0.001417	640	4.602533	0.369027	0.275529	
546	-0.000146	-0.001194	0.001266	629	4.549095	0.361334	0.246093	
547	-0.002870	-0.023603	0.001304	626	4.576636	0.364048	0.253514	
548	-0.001974	-0.016776	0.001319	638	4.555452	0.328107	0.256327	
549	-0.000090	-0.000775	0.001287	656	4.532105	0.364590	0.250261	
550	0.000878	0.007593	0.001254	661	4.571321	0.356711	0.243700	
551	0.004306	0.037721	0.001263	685	4.451799	0.327665	0.245471	
552	-0.004606	-0.041001	0.001166	686	4.531309	0.346262	0.226580	
553	0.002698	0.022032	0.001245	652	4.593852	0.365501	0.242035	
554	-0.004081	-0.035297	0.001244	657	4.549333	0.350118	0.241762	
555	-0.004422	-0.038018	0.001214	656	4.598829	0.355997	0.235922	
556	-0.005043	-0.043049	0.001234	652	4.569005	0.362857	0.239976	
557	-0.004829	-0.042466	0.001220	636	4.585785	0.350803	0.237187	
558	-0.006251	-0.052887	0.001224	664	4.573103	0.343132	0.237966	
559	-0.002674	-0.022512	0.001324	670	4.578855	0.366463	0.257346	
560	-0.004598	-0.038517	0.001425	649	4.527165	0.359984	0.277019	
561	0.000086	0.000736	0.001322	670	4.534078	0.349262	0.256959	
562	-0.005050	-0.041757	0.001538	640	4.538478	0.354024	0.299052	
563	-0.009171	-0.076343	0.001392	637	4.620501	0.371679	0.270631	
564	-0.000426	-0.003582	0.001319	628	4.505171	0.323567	0.256446	
565	-0.001823	-0.015216	0.001283	663	4.556402	0.361018	0.249411	
566	0.000148	0.001267	0.001245	648	4.532534	0.361403	0.241950	
567	-0.004693	-0.039888	0.001269	633	4.646037	0.368373	0.246637	
568	-0.008471	-0.072050	0.001127	643	4.562373	0.344644	0.218988	
569	-0.009605	-0.084110	0.001205	663	4.563847	0.335323	0.234224	
570	-0.005704	-0.049451	0.001243	646	4.559371	0.353919	0.241569	
571	-0.005978	-0.052268	0.001302	677	4.468834	0.351407	0.253071	
572	-0.002327	-0.019675	0.001334	650	4.567439	0.358887	0.259241	
573	-0.003774	-0.032231	0.001284	671	4.597152	0.366330	0.249548	
574	0.001745	0.015204	0.001297	678	4.570522	0.358194	0.252161	
575	0.000746	0.006348	0.001352	648	4.484936	0.347294	0.262774	
576	-0.001444	-0.012139	0.001341	652	4.562400	0.340481	0.260734	
577	-0.004282	-0.035631	0.001362	632	4.525754	0.337151	0.264862	
578	-0.001623	-0.014394	0.001456	675	4.492610	0.350387	0.282987	
579	-0.007706	-0.066646	0.001467	639	4.495527	0.332541	0.285235	
580	0.013330	0.109107	0.001390	618	4.552558	0.350793	0.270281	
581	0.001345	0.011582	0.001339	657	4.457704	0.306857	0.260214	
582	0.006292	0.052952	0.001275	644	4.590072	0.378192	0.247802	
583	-0.001681	-0.014245	0.001241	658	4.557971	0.351946	0.241336	
584	-0.005520	-0.048107	0.001163	676	4.566124	0.351039	0.226054	
585	-0.007290	-0.062400	0.001244	669	4.504528	0.347986	0.241834	
586	0.000939	0.008134	0.001257	671	4.528091	0.338134	0.244441	
587	-0.001996	-0.017026	0.001296	658	4.543970	0.348445	0.252015	
588	-0.007091	-0.060290	0.001312	637	4.563231	0.351853	0.255129	
589	-0.007057	-0.058685	0.001279	654	4.504251	0.335044	0.248597	
590	-0.004873	-0.041257	0.001300	666	4.569109	0.371217	0.252660	
591	-0.005077	-0.043421	0.001279	670	4.536389	0.351173	0.248716	
592	-0.004320	-0.036591	0.001300	643	4.546957	0.357349	0.252712	
593	-0.007585	-0.065530	0.001234	674	4.569298	0.349216	0.239949	
594	-0.003118	-0.026757	0.001301	658	4.570915	0.345860	0.252859	
595	-0.004226	-0.036647	0.001314	669	4.542225	0.344373	0.255352	
596	-0.010071	-0.084249	0.001235	642	4.607901	0.352234	0.239998	
597	-0.004624	-0.038972	0.001235	671	4.564073	0.362475	0.239984	
598	-0.000947	-0.008168	0.001152	643	4.576271	0.362078	0.224028	
599	-0.006924	-0.058776	0.001140	670	4.562857	0.350051	0.221558	
600	-0.007583	-0.066886	0.001120	670	4.597849	0.358877	0.217804	
601	-0.007452	-0.062701	0.001080	626	4.552325	0.343926	0.210033	
602	-0.000901	-0.007727	0.001089	656	4.541427	0.342181	0.211652	
603	-0.006524	-0.056953	0.001241	664	4.618611	0.369165	0.241178	
604	-0.009671	-0.082640	0.001171	632	4.559900	0.345942	0.227663	
605	-0.004155	-0.036170	0.001182	653	4.569318	0.356192	0.229704	
606	-0.004802	-0.039368	0.001259	614	4.512627	0.348447	0.244804	
607	-0.003436	-0.029800	0.001234	653	4.528165	0.345562	0.239911	
608	-0.006296	-0.052322	0.001148	651	4.436020	0.325528	0.223260	
609	-0.010249	-0.089646	0.001102	681	4.519114	0.344526	0.214139	
610	-0.002801	-0.024052	0.001146	638	4.591266	0.368246	0.222710	
611	-0.012451	-0.107169	0.001281	669	4.604210	0.362197	0.248992	
612	-0.005841	-0.048974	0.001318	659	4.495957	0.335751	0.256279	
613	-0.010317	-0.090647	0.001370	677	4.527582	0.348973	0.266246	
614	-0.015666	-0.131165	0.001416	630	4.547885	0.349536	0.275190	
615	-0.012180	-0.101018	0.001443	634	4.615624	0.353221	0.280491	
616	-0.010397	-0.087156	0.001569	645	4.600189	0.368062	0.304947	
617	-0.010980	-0.093378	0.001484	652	4.632110	0.361300	0.288535	
618	-0.008497	-0.072014	0.001431	658	4.567074	0.364004	0.278125	
619	-0.010799	-0.092373	0.001499	639	4.597348	0.361810	0.291370	
620	-0.009431	-0.079952	0.001555	659	4.588556	0.360802	0.302288	
621	-0.010145	-0.084825	0.001465	646	4.607370	0.363836	0.284752	
622	-0.003191	-0.027294	0.001510	658	4.558647	0.363884	0.293445	
623	-0.004290	-0.034638	0.001578	643	4.599286	0.374511	0.306664	
624	-0.006457	-0.055118	0.001512	658	4.645047	0.376689	0.293864	
625	-0.011014	-0.089342	0.001524	638	4.558329	0.344321	0.296345	
626	-0.004809	-0.039795	0.001580	652	4.572067	0.351909	0.307157	
627	-0.006457	-0.055571	0.001553	650	4.575095	0.353764	0.301830	
628	-0.005016	-0.040129	0.001547	611	4.592620	0.384893	0.300704	
629	-0.009005	-0.075605	0.001438	660	4.482003	0.346934	0.279483	
630	-0.011357	-0.096176	0.001343	664	4.577847	0.353090	0.261012	
631	0.002785	0.023230	0.001358	649	4.644071	0.360343	0.263984	
632	0.001090	0.009064	0.001390	641	4.593642	0.361969	0.270291	
633	-0.004771	-0.040436	0.001442	630	4.562829	0.359044	0.280404	
634	-0.007706	-0.064803	0.001397	643	4.526566	0.353732	0.271543	
635	0.003521	0.029944	0.001353	676	4.532442	0.349654	0.263087	
636	-0.000307	-0.002745	0.001338	687	4.615877	0.353798	0.260033	
637	0.000928	0.008108	0.001481	677	4.581145	0.361962	0.287817	
638	-0.000317	-0.002763	0.001398	675	4.563482	0.356364	0.271700	
639	-0.008910	-0.076347	0.001512	664	4.410590	0.343813	0.293983	
640	0.001557	0.013739	0.001441	691	4.545273	0.347824	0.280108	
641	0.004017	0.034320	0.001298	676	4.599130	0.361489	0.252332	
642	-0.001492	-0.012515	0.001232	670	4.621769	0.377333	0.239483	
643	0.004260	0.036056	0.001314	653	4.493202	0.349680	0.255378	
644	-0.004607	-0.038541	0.001336	642	4.574208	0.372664	0.259713	
645	0.004287	0.036724	0.001133	661	4.603263	0.359588	0.220228	
646	-0.002597	-0.022448	0.001268	657	4.621459	0.360198	0.246517	
647	0.001251	0.010540	0.001277	658	4.538548	0.352846	0.248321	
648	0.001605	0.014102	0.001215	647	4.562148	0.343033	0.236153	
649	0.002451	0.020315	0.001353	669	4.576870	0.363161	0.263038	
650	0.001964	0.015551	0.001277	617	4.530378	0.357319	0.248214	
651	0.006585	0.054527	0.001159	651	4.547543	0.359043	0.225257	
652	0.008330	0.069374	0.001173	659	4.615816	0.368332	0.228042	
653	0.007714	0.062094	0.001151	640	4.631503	0.358553	0.223723	
654	0.000658	0.005723	0.001285	680	4.576861	0.343072	0.249746	
655	0.006009	0.049850	0.001339	655	4.525765	0.357608	0.260377	
656	0.004108	0.035100	0.001215	663	4.523837	0.344534	0.236196	
657	0.005132	0.043114	0.001177	649	4.540292	0.347753	0.228744	
658	0.003405	0.029727	0.001236	673	4.562924	0.346197	0.240305	
659	0.006113	0.051117	0.001160	636	4.521509	0.364339	0.225505	
660	0.005214	0.044073	0.001176	641	4.452495	0.339823	0.228638	
661	0.000397	0.003234	0.001081	635	4.595856	0.352764	0.210151	
662	0.003494	0.030147	0.001065	687	4.636372	0.362627	0.207102	
663	0.009730	0.084670	0.001099	645	4.552486	0.349342	0.213558	
664	0.000204	0.001714	0.001188	638	4.587928	0.345503	0.230972	
665	0.007887	0.067803	0.001073	705	4.662742	0.371377	0.208670	
666	-0.002582	-0.021916	0.001149	659	4.526558	0.348133	0.223361	
667	0.002602	0.022906	0.001109	673	4.476402	0.343794	0.215661	
668	-0.002318	-0.019428	0.001107	643	4.587300	0.357618	0.215148	
669	-0.001013	-0.008627	0.001169	670	4.602600	0.360362	0.227335	
670	0.007756	0.067744	0.001208	652	4.586563	0.344331	0.234843	
671	-0.006319	-0.054388	0.001173	670	4.577694	0.354556	0.228099	
672	-0.003717	-0.031705	0.001118	636	4.549197	0.336350	0.217310	
673	0.004819	0.041569	0.001073	669	4.608598	0.360677	0.208667	
674	-0.007125	-0.061976	0.001139	660	4.576346	0.337028	0.221328	
675	-0.006067	-0.050676	0.000974	659	4.493554	0.352470	0.189274	
676	-0.004800	-0.040766	0.001018	669	4.470959	0.334797	0.197976	
677	-0.003761	-0.032455	0.000964	688	4.539016	0.346109	0.187380	
678	-0.006421	-0.053414	0.001036	631	4.515013	0.357747	0.201400	
679	-0.010191	-0.086634	0.001138	642	4.521273	0.335438	0.221263	
680	-0.008246	-0.069341	0.001038	648	4.544795	0.360236	0.201836	
681	-0.007238	-0.060513	0.001094	640	4.603265	0.355090	0.212629	
682	0.000336	0.002873	0.001199	645	4.573992	0.341746	0.233164	
683	-0.004820	-0.040772	0.001076	656	4.537030	0.347589	0.209256	
684	-0.011552	-0.098667	0.000993	657	4.559815	0.354329	0.193011	
685	-0.009393	-0.078788	0.001071	620	4.526820	0.345591	0.208195	
686	-0.009198	-0.078079	0.001049	645	4.540053	0.347975	0.203902	
687	-0.001695	-0.014989	0.001027	675	4.525096	0.353561	0.199667	
688	-0.000772	-0.006661	0.001037	662	4.556486	0.345687	0.201683	
689	-0.006404	-0.054645	0.001142	638	4.620618	0.362644	0.221962	
690	-0.000788	-0.006732	0.001131	660	4.545025	0.358145	0.219859	
691	-0.001596	-0.013343	0.001087	660	4.526848	0.367053	0.211306	
692	0.000727	0.006223	0.001103	660	4.534674	0.339504	0.214354	
693	-0.000415	-0.003668	0.001124	651	4.546169	0.351958	0.218434	
694	0.005520	0.046072	0.001155	632	4.583997	0.354071	0.224495	
695	0.000569	0.004837	0.001282	643	4.574919	0.339772	0.249172	
696	-0.000375	-0.003287	0.001111	665	4.534076	0.347766	0.215979	
697	-0.003271	-0.028512	0.001126	669	4.624217	0.361193	0.218873	
698	-0.001525	-0.013034	0.001087	669	4.606487	0.362996	0.211315	
699	-0.008211	-0.070431	0.001233	668	4.572420	0.351435	0.239713	
700	0.003208	0.028298	0.001211	679	4.521499	0.339988	0.235482	
701	0.002820	0.023825	0.001153	643	4.531751	0.344148	0.224058	
702	0.001102	0.009548	0.001121	675	4.538357	0.335217	0.217912	
